Point,Comment,Inspected,SiO2(Mass%),MgO(Mass%),Al2O3(Mass%),MnO(Mass%),FeO(Mass%),TiO2(Mass%),CaO(Mass%),Cr2O3(Mass%),Na2O(Mass%),K2O(Mass%),P2O5(Mass%),NiO(Mass%),Total(Mass%),SiO2(Norm%),MgO(Norm%),Al2O3(Norm%),MnO(Norm%),FeO(Norm%),TiO2(Norm%),CaO(Norm%),Cr2O3(Norm%),Na2O(Norm%),K2O(Norm%),P2O5(Norm%),NiO(Norm%),Total(Norm%),SiO2(Cation),MgO(Cation),Al2O3(Cation),MnO(Cation),FeO(Cation),TiO2(Cation),CaO(Cation),Cr2O3(Cation),Na2O(Cation),K2O(Cation),P2O5(Cation),NiO(Cation),Total(Cation),SiO2(mole%),MgO(mole%),Al2O3(mole%),MnO(mole%),FeO(mole%),TiO2(mole%),CaO(mole%),Cr2O3(mole%),Na2O(mole%),K2O(mole%),P2O5(mole%),NiO(mole%),Total(mole%),X,Y,Z,SiO2(K-ratio),MgO(K-ratio),Al2O3(K-ratio),MnO(K-ratio),FeO(K-ratio),TiO2(K-ratio),CaO(K-ratio),Cr2O3(K-ratio),Na2O(K-ratio),K2O(K-ratio),P2O5(K-ratio),NiO(K-ratio),Total(K-ratio),SiO2(K-raw),MgO(K-raw),Al2O3(K-raw),MnO(K-raw),FeO(K-raw),TiO2(K-raw),CaO(K-raw),Cr2O3(K-raw),Na2O(K-raw),K2O(K-raw),P2O5(K-raw),NiO(K-raw),Total(K-raw),Na(Net),Mg(Net),Al(Net),Si(Net),K(Net),Ca(Net),Ti(Net),P(Net),Ni(Net),Fe(Net),Mn(Net),Cr(Net),Na(BG-),Mg(BG-),Al(BG-),Si(BG-),K(BG-),Ca(BG-),Ti(BG-),P(BG-),Ni(BG-),Fe(BG-),Mn(BG-),Cr(BG-),Na(BG+),Mg(BG+),Al(BG+),Si(BG+),K(BG+),Ca(BG+),Ti(BG+),P(BG+),Ni(BG+),Fe(BG+),Mn(BG+),Cr(BG+),Na(L-value),Mg(L-value),Al(L-value),Si(L-value),K(L-value),Ca(L-value),Ti(L-value),P(L-value),Ni(L-value),Fe(L-value),Mn(L-value),Cr(L-value),Current,Na(Error%),Mg(Error%),Al(Error%),Si(Error%),K(Error%),Ca(Error%),Ti(Error%),P(Error%),Ni(Error%),Fe(Error%),Mn(Error%),Cr(Error%),Total(Error%),Na(D.L.),Mg(D.L.),Al(D.L.),Si(D.L.),K(D.L.),Ca(D.L.),Ti(D.L.),P(D.L.),Ni(D.L.),Fe(D.L.),Mn(D.L.),Cr(D.L.), ,Bi(Net),Ar(Net),Br(Net),As(Net)
273,GY0162_6_1 Grid 001x003,GY0162_6_1 Grid 001x003,41.55,20.1,17.82,0.3148,6.19,0.2713,5.74,7.67,0.0167,0.0018,0.0249,0.0007,99.7002,41.6749,20.1604,17.8736,0.3157,6.2086,0.2721,5.7573,7.6931,0.0168,0.0018,0.025,0.0007,100,6.017,4.338,3.042,0.0386,0.75,0.0295,0.89,0.878,0.0047,0.0003,0.0031,0.0001,15.9913,42.8909,30.9299,10.8411,0.2753,5.3439,0.2106,6.3489,3.13,0.0167,0.0012,0.0109,0.0006,100,-22.2637,-18.634,10.3325,38.2038,17.448,15.4273,0.2986,5.4988,0.2501,5.7975,6.949,0.015,0.0019,0.0196,0.0006,89.9101,59.075,17.448,82.235,0.721,6.111,0.2501,22.531,6.949,0.1291,0.0154,0.0464,0.0014,195.5124,64.9,140186.8,139427.9,331494.8,46.5,148621.9,5834.2,74.7,3.9,29233.3,1313.2,24905,751,1553.1,2528.8,4887.9,1686.1,2372.9,3745.7,216.9,1403,854.5,634.3,509.2,538,1129.8,1661.2,2918.1,1416.1,2166.4,3232,173,1200.5,700.5,443.6,342.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,34.06,0.16,0.16,0.11,72.61,0.16,1.17,17.35,846.24,0.36,2.25,0.39,975.02,50,39,43,61,13,16,22,31,53,45,45,49,467,905,1236.6,678.2,897.8
274,GY0162_6_1 Grid 001x004,GY0162_6_1 Grid 001x004,41.47,20.05,17.77,0.3132,6.16,0.2622,5.73,7.63,0.0196,0.0013,0.038,0.0169,99.4612,41.6947,20.1586,17.8663,0.3149,6.1934,0.2636,5.761,7.6713,0.0197,0.0013,0.0382,0.017,100,6.019,4.339,3.039,0.0385,0.748,0.0286,0.891,0.875,0.0055,0.0002,0.0047,0.002,15.9905,42.9069,30.9241,10.8356,0.2745,5.3303,0.204,6.3525,3.1209,0.0197,0.0009,0.0166,0.0141,100,-22.2637,-18.6327,10.3325,38.1178,17.41,15.3772,0.2971,5.4727,0.2417,5.7898,6.911,0.0176,0.0013,0.0298,0.0149,89.6809,58.942,17.41,81.968,0.7174,6.082,0.2417,22.501,6.911,0.1521,0.0108,0.0707,0.0324,195.0391,76.6,139876.9,138974.5,330747.9,32.7,148424.4,5639.2,113.9,86.4,29096.3,1307.1,24770.8,783.2,1509.5,2499.7,4989.5,1704.7,2370,3776.7,212.2,1306.5,837.6,651.6,475.4,508.8,1063.5,1696.1,2884.7,1419.1,2184,3335.9,169.6,1154.6,736.1,465,349.7,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.7,29.06,0.16,0.16,0.11,103.44,0.16,1.21,11.76,35.14,0.36,2.27,0.39,184.22,50,38,43,62,13,16,22,31,51,45,46,48,465,913.6,1235.1,669.3,890.6
275,GY0162_6_1 Grid 001x005,GY0162_6_1 Grid 001x005,41.47,20.13,17.84,0.2958,6.17,0.2713,5.73,7.66,0.0211,0.0008,0.034,0.0111,99.6341,41.6223,20.2039,17.9055,0.2969,6.1927,0.2723,5.751,7.6881,0.0212,0.0008,0.0341,0.0111,100,6.009,4.348,3.047,0.0363,0.748,0.0296,0.89,0.878,0.0059,0.0001,0.0042,0.0013,15.9974,42.8327,30.9937,10.8595,0.2588,5.3297,0.2107,6.3415,3.1277,0.0211,0.0005,0.0149,0.0092,100,-22.2637,-18.6314,10.3325,38.1165,17.479,15.441,0.2806,5.4816,0.2501,5.7942,6.942,0.019,0.0008,0.0267,0.0098,89.8413,58.94,17.479,82.308,0.6775,6.092,0.2501,22.518,6.942,0.1639,0.0066,0.0633,0.0214,195.4618,82.6,140434.1,139550.8,330738.4,20.3,148535.7,5836.7,102.3,57,29141.6,1234.1,24882,726.6,1536.4,2484.6,4972.5,1684.6,2301,3662.3,217.7,1319.3,845.9,655.1,456.4,516.7,1026.2,1651.8,2868.2,1445.9,2105.6,3284.6,176.4,1171.2,698.4,541,371.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,26.57,0.16,0.16,0.11,168.98,0.16,1.17,13.14,53.23,0.36,2.41,0.39,266.84,49,38,43,62,13,16,22,31,52,45,47,48,466,914.1,1227.5,676.7,887.2
276,GY0162_6_1 Grid 002x001,GY0162_6_1 Grid 002x001,41.39,20.18,17.8,0.3188,6.16,0.2686,5.72,7.65,0.0107,0.0019,0.0415,0.0099,99.5514,41.5765,20.2709,17.8802,0.3202,6.1878,0.2698,5.7458,7.6845,0.0107,0.0019,0.0417,0.0099,100,6.003,4.362,3.043,0.0392,0.748,0.0293,0.889,0.878,0.003,0.0004,0.0051,0.0012,16.0012,42.7685,31.0842,10.8398,0.279,5.3233,0.2087,6.3331,3.125,0.0107,0.0013,0.0182,0.0082,100,-22.2624,-18.6366,10.3325,38.0337,17.519,15.4001,0.3025,5.4727,0.2476,5.7775,6.935,0.0096,0.0019,0.0326,0.0088,89.7409,58.812,17.519,82.09,0.7303,6.082,0.2476,22.453,6.935,0.083,0.016,0.0773,0.0191,195.0643,42,140757.4,139181.6,330019.7,48.5,148103.6,5776.4,125.3,51.2,29096.4,1330.5,24855.1,786.2,1535.1,2502.9,4777.7,1729.8,2318.7,3684.6,207.2,1373.1,843.3,614.4,445.3,539.7,1083.9,1655.7,2863.6,1422.9,2171.8,3301.6,184.9,1143.6,695.1,466.9,349.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,53.28,0.16,0.16,0.11,70.43,0.16,1.18,10.98,59.93,0.36,2.23,0.39,199.37,50,38,43,61,14,16,22,31,52,45,45,47,464,903,1237.4,678.7,900.3
277,GY0162_6_1 Grid 002x002,GY0162_6_1 Grid 002x002,41.34,20.16,17.79,0.3086,6.17,0.2712,5.72,7.76,0.0222,0.0008,0.0294,0.0062,99.5784,41.515,20.2454,17.8653,0.3099,6.1961,0.2723,5.7442,7.7929,0.0223,0.0008,0.0295,0.0062,100,5.997,4.359,3.042,0.0379,0.749,0.0296,0.89,0.89,0.0063,0.0001,0.0036,0.0007,16.0052,42.7337,31.0656,10.838,0.2702,5.3341,0.2108,6.3356,3.1712,0.0222,0.0005,0.0129,0.0052,100,-22.2624,-18.6353,10.3325,37.9884,17.494,15.3864,0.2928,5.4834,0.2501,5.7854,7.035,0.02,0.0008,0.0231,0.0055,89.7649,58.742,17.494,82.017,0.7069,6.094,0.2501,22.484,7.035,0.1724,0.0064,0.0548,0.0119,195.0685,87.2,140553.1,139058.3,329628.5,19,148311.3,5835.5,88.5,31.5,29152,1287.7,25213.6,717.6,1510.5,2540,4886.6,1697.9,2375.5,3768,212.3,1367.6,834.9,621.9,475.8,516.4,1055.1,1652.7,2855.2,1486.2,2137,3325.7,184.1,1159.9,666.5,511.1,367.6,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,25.19,0.16,0.16,0.11,176.87,0.16,1.17,15.02,96.33,0.36,2.31,0.39,318.23,49,38,43,61,14,16,22,31,52,44,46,49,465,916.8,1227.4,669.1,899.7
278,GY0162_6_1 Grid 002x003,GY0162_6_1 Grid 002x003,41.49,20.11,17.8,0.3103,6.2,0.2628,5.74,7.68,0.0058,0,0.0395,0.0037,99.6421,41.639,20.1822,17.8639,0.3114,6.2223,0.2637,5.7606,7.7076,0.0058,0,0.0396,0.0037,100,6.013,4.344,3.04,0.0381,0.751,0.0286,0.891,0.879,0.0016,0,0.0048,0.0004,15.9915,42.8545,30.9638,10.8354,0.2715,5.3558,0.2041,6.3527,3.136,0.0058,0,0.0173,0.0031,100,-22.2624,-18.634,10.3325,38.145,17.46,15.402,0.2945,5.5033,0.2423,5.7996,6.956,0.0052,0,0.031,0.0033,89.8419,58.984,17.46,82.1,0.7109,6.116,0.2423,22.539,6.956,0.0448,0,0.0735,0.0071,195.2336,22.3,140282,139198.7,330982.3,-37.4,148671.5,5653.1,118.7,19,29259.7,1295.1,24929.8,741,1563.3,2480,4929.2,1749.5,2407.2,3792.8,208.5,1345.6,847.2,581.6,484.6,543.6,1066.9,1651.2,2918.7,1439.3,2144.9,3363.9,178.4,1181.6,709.5,476.7,376.4,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,96.6,0.16,0.16,0.11,100,0.16,1.21,11.43,160.68,0.36,2.26,0.39,373.52,50,39,43,62,14,16,22,31,52,45,45,49,468,918,1232.8,674.1,902.3
279,GY0162_6_1 Grid 002x004,GY0162_6_1 Grid 002x004,41.66,20.11,17.83,0.3088,6.17,0.2709,5.72,7.68,0.018,0.0011,0.0343,0.0074,99.8105,41.7391,20.1482,17.8639,0.3094,6.1817,0.2714,5.7309,7.6946,0.018,0.0011,0.0344,0.0074,100,6.024,4.335,3.038,0.0378,0.746,0.0295,0.886,0.878,0.005,0.0002,0.0042,0.0009,15.9846,42.9594,30.913,10.8359,0.2697,5.3211,0.2101,6.3202,3.1308,0.018,0.0007,0.015,0.0061,100,-22.2624,-18.6327,10.3325,38.3092,17.463,15.4344,0.293,5.479,0.2497,5.7808,6.958,0.0161,0.0012,0.0269,0.0065,90.0178,59.238,17.463,82.273,0.7074,6.089,0.2497,22.466,6.958,0.1392,0.0095,0.0638,0.0142,195.6708,70.1,140300.8,139493.5,332409.6,28.8,148192,5825,102.9,38,29130.4,1289,24937.1,774.6,1518.3,2540.6,4935.8,1692,2351.9,3780.5,227.4,1304.7,859.8,624.5,502,521.6,1079.3,1622.5,2827.6,1387.3,2224.8,3319.1,172.4,1159.2,707.7,469.2,349.9,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,31.74,0.16,0.16,0.11,116.9,0.16,1.18,13.13,79.66,0.36,2.29,0.39,246.24,50,38,43,61,13,16,22,32,52,45,45,49,466,908.3,1234.6,664.5,895.8
280,GY0162_6_1 Grid 002x005,GY0162_6_1 Grid 002x005,41.47,20.12,17.78,0.3091,6.19,0.2682,5.72,7.68,0.0205,0.001,0.0362,0.0162,99.6112,41.6319,20.1985,17.8494,0.3103,6.2142,0.2692,5.7423,7.71,0.0206,0.001,0.0363,0.0163,100,6.012,4.347,3.038,0.038,0.75,0.0292,0.888,0.88,0.0058,0.0002,0.0044,0.0019,15.9945,42.8428,30.9857,10.8255,0.2705,5.3482,0.2084,6.3319,3.1366,0.0205,0.0007,0.0158,0.0135,100,-22.2624,-18.6314,10.3325,38.123,17.463,15.386,0.2933,5.496,0.2472,5.7777,6.957,0.0184,0.001,0.0284,0.0143,89.8053,58.95,17.463,82.015,0.7081,6.108,0.2472,22.454,6.957,0.1587,0.0081,0.0674,0.0312,195.1677,79.9,140303.4,139054.4,330791.6,24.3,148110.1,5768.7,108.8,83.2,29218.2,1289.7,24933.8,728.7,1552.4,2490.8,4945.6,1677.6,2392.5,3689.4,216.3,1260.2,784.4,642.2,473.8,539.3,1029.5,1634.3,2901.7,1439.7,2201.8,3325,179.6,1159.2,711.7,480.3,366.3,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,27.66,0.16,0.16,0.11,138.57,0.16,1.18,12.45,36.19,0.36,2.3,0.39,219.69,49,38,43,62,13,16,22,31,51,44,46,49,464,928.6,1232.6,665.1,889.9
281,GY0162_6_1 Grid 003x001,GY0162_6_1 Grid 003x001,41.42,20.11,17.78,0.3045,6.22,0.2695,5.72,7.65,0.0123,0.0006,0.0373,0.015,99.5392,41.6117,20.2031,17.8623,0.3059,6.2488,0.2707,5.7465,7.6854,0.0124,0.0006,0.0375,0.0151,100,6.009,4.349,3.042,0.0374,0.754,0.0294,0.889,0.877,0.0035,0.0001,0.0046,0.0018,15.9968,42.8191,30.9905,10.8326,0.2666,5.3777,0.2095,6.336,3.1264,0.0123,0.0004,0.0163,0.0125,100,-22.2611,-18.6366,10.3325,38.0648,17.454,15.389,0.2889,5.5195,0.2484,5.7777,6.932,0.011,0.0006,0.0293,0.0133,89.7284,58.86,17.454,82.031,0.6975,6.134,0.2484,22.454,6.932,0.0953,0.0052,0.0694,0.0289,195.0097,47.9,140231.5,139081.3,330290.5,15.7,148112.1,5796.1,112.1,77.4,29344.9,1270.8,24844.6,755.4,1497.1,2438,4880,1671.5,2398.7,3751.5,196.1,1334.4,813.8,623.6,467.5,543,1057.7,1657.7,2861.6,1475.4,2205.9,3317.4,158,1189.5,698.4,489.2,386.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,46.05,0.16,0.16,0.11,216.53,0.16,1.18,11.61,39.83,0.36,2.32,0.39,318.86,50,38,43,61,14,16,22,30,52,44,46,49,465,924.6,1219.7,680,886.6
282,GY0162_6_1 Grid 003x002,GY0162_6_1 Grid 003x002,41.36,20.09,17.8,0.3132,6.19,0.2655,5.72,7.59,0.0163,0.0005,0.0326,0.008,99.3861,41.6155,20.2141,17.9099,0.3151,6.2282,0.2671,5.7553,7.6369,0.0164,0.0005,0.0328,0.008,100,6.008,4.351,3.048,0.0385,0.752,0.029,0.891,0.872,0.0046,0.0001,0.004,0.0009,15.9991,42.813,31.0002,10.8589,0.2746,5.3587,0.2067,6.3443,3.106,0.0164,0.0003,0.0143,0.0067,100,-22.2611,-18.6353,10.3325,38.004,17.443,15.4035,0.2971,5.4988,0.2447,5.7808,6.878,0.0146,0.0005,0.0256,0.0071,89.5976,58.766,17.443,82.108,0.7173,6.111,0.2447,22.466,6.878,0.1263,0.0039,0.0607,0.0154,194.9403,63.6,140143,139212.5,329760,11.8,148189.5,5709.5,97.7,41.3,29232.8,1306.9,24650.5,767.2,1558,2544.3,4950.8,1702.3,2417.7,3792.1,229.5,1340.3,803.3,635.4,493.1,546.2,1086.6,1609.2,2931.8,1425.6,2095.1,3342.9,179,1153.4,682,485.3,358.7,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,35.13,0.16,0.16,0.11,289.98,0.16,1.2,13.86,73.78,0.36,2.28,0.39,417.57,50,39,43,62,13,16,22,32,52,44,46,49,468,915.4,1240,664.9,901.6
283,GY0162_6_1 Grid 003x003,GY0162_6_1 Grid 003x003,41.39,20.08,17.86,0.3227,6.21,0.2687,5.72,7.69,0.0032,0,0.0344,0.0158,99.5948,41.5584,20.1617,17.9327,0.324,6.2353,0.2698,5.7433,7.7213,0.0032,0,0.0345,0.0159,100,6.002,4.341,3.053,0.0396,0.753,0.0293,0.889,0.882,0.0009,0,0.0042,0.0018,15.9958,42.7948,30.9491,10.883,0.2826,5.3699,0.2089,6.337,3.1433,0.0032,0,0.0151,0.0131,100,-22.2611,-18.634,10.3325,38.0376,17.431,15.4584,0.3062,5.5122,0.2477,5.7808,6.969,0.0028,0,0.027,0.014,89.7868,58.818,17.431,82.401,0.7393,6.126,0.2477,22.466,6.969,0.0245,0,0.064,0.0304,195.3169,12.5,140047.9,139709.5,330052.5,-5.9,148190.8,5779.7,103.6,81.3,29306.9,1346.9,24977.7,791.5,1569.2,2520,4963.9,1701,2362,3705.6,216.4,1352.1,815.7,620.3,421.6,524.6,1062.3,1685.3,2881.3,1456.4,2186.9,3364.6,157.4,1160.7,695.1,506.9,395.4,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,177.61,0.16,0.16,0.11,100,0.16,1.18,12.74,37.82,0.36,2.23,0.39,332.92,50,39,43,62,14,16,22,30,52,44,46,48,466,925.3,1230.2,663.6,897.7
284,GY0162_6_1 Grid 003x004,GY0162_6_1 Grid 003x004,41.42,20.1,17.85,0.3173,6.17,0.2694,5.73,7.64,0.0175,0.0029,0.0377,0.0004,99.5552,41.6051,20.1898,17.9298,0.3187,6.1976,0.2706,5.7556,7.6741,0.0176,0.0029,0.0379,0.0004,100,6.006,4.346,3.052,0.039,0.748,0.0294,0.89,0.876,0.0049,0.0005,0.0046,0,15.9964,42.8204,30.9761,10.8756,0.2779,5.3346,0.2095,6.3473,3.1224,0.0175,0.0019,0.0165,0.0003,100,-22.2611,-18.6327,10.3325,38.0622,17.458,15.4522,0.301,5.4754,0.2483,5.7875,6.927,0.0157,0.0029,0.0297,0.0003,89.7602,58.856,17.458,82.368,0.7268,6.085,0.2483,22.492,6.927,0.1356,0.024,0.0703,0.0007,195.3917,68.2,140260.8,139652.7,330263.4,72.7,148363.7,5792.9,113.4,2,29110.8,1324.4,24827.7,739.2,1534.1,2484.3,5032.1,1643.5,2367,3752.3,188.1,1351.9,800.8,620.6,454.1,558.3,1053.7,1559.6,2851.9,1395.2,2274.6,3284.4,175.6,1193.3,704.5,469.2,348,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,32.57,0.16,0.16,0.11,46.19,0.16,1.18,11.6,1673.1,0.36,2.24,0.39,1768.22,50,38,42,62,13,16,22,30,52,44,45,48,462,912.2,1228.7,650.1,891.2
285,GY0162_6_1 Grid 003x005,GY0162_6_1 Grid 003x005,41.49,20.18,17.82,0.3131,6.2,0.2626,5.73,7.66,0.0162,0.0024,0.0323,0.0046,99.7112,41.6102,20.2384,17.8716,0.314,6.218,0.2634,5.7466,7.6822,0.0162,0.0024,0.0324,0.0046,100,6.008,4.356,3.042,0.0384,0.751,0.0286,0.889,0.877,0.0045,0.0004,0.004,0.0005,15.9994,42.8063,31.0367,10.8354,0.2736,5.3497,0.2038,6.3345,3.1243,0.0162,0.0016,0.0141,0.0038,100,-22.2611,-18.6314,10.3325,38.132,17.522,15.4175,0.2971,5.5068,0.2421,5.7916,6.944,0.0146,0.0025,0.0254,0.0041,89.8997,58.964,17.522,82.183,0.7173,6.12,0.2421,22.508,6.944,0.1256,0.0204,0.0602,0.0089,195.4155,63.6,140775.8,139339.7,330871.5,62.3,148465.6,5647.9,97.1,23.6,29279.3,1306.9,24889.2,747.5,1596.1,2445.9,5028.9,1621.6,2369.2,3714.1,219,1332.5,833.4,647.2,442.6,512.8,1061,1672.8,2908.9,1515.4,2131.8,3390.8,171.1,1179,682.6,484.6,350.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,34.64,0.16,0.16,0.11,55.08,0.16,1.21,13.7,128.27,0.36,2.28,0.39,236.52,49,39,43,62,13,16,22,31,52,44,46,47,464,920.7,1238,664.9,896.4
286,GY0162_6_1 Grid 004x001,GY0162_6_1 Grid 004x001,41.55,20.13,17.82,0.3136,6.19,0.2718,5.72,7.65,0.0165,0.001,0.0326,0,99.6955,41.6769,20.1915,17.8744,0.3146,6.2089,0.2726,5.7375,7.6734,0.0166,0.001,0.0327,0,100,6.016,4.345,3.041,0.0385,0.75,0.0296,0.887,0.876,0.0046,0.0002,0.004,0,15.9919,42.8834,30.9708,10.8392,0.2742,5.343,0.211,6.3257,3.1213,0.0165,0.0007,0.0142,0,100,-22.2598,-18.6366,10.3325,38.1973,17.482,15.4245,0.2976,5.4988,0.2505,5.778,6.936,0.0148,0.001,0.0257,0,89.906,59.065,17.482,82.22,0.7184,6.111,0.2505,22.455,6.936,0.1277,0.0084,0.0608,0,195.4348,64.2,140458.7,139402.4,331440.4,25.6,148117.3,5844,98.3,-16.4,29233.9,1308.7,24857.8,757.5,1528.2,2476.4,4878.1,1677.6,2367.6,3638.3,203.8,1386.6,799.5,633,418.1,536,1060.9,1632.4,2872.9,1468.6,2133.7,3383.4,177.6,1153.3,688.1,494.8,348,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,34.49,0.16,0.16,0.11,133.24,0.16,1.17,13.44,100,0.36,2.28,0.39,285.96,50,38,43,61,14,16,22,31,52,44,46,47,464,909.6,1225.4,663.8,904.3
287,GY0162_6_1 Grid 004x002,GY0162_6_1 Grid 004x002,41.53,20.14,17.8,0.3169,6.15,0.2664,5.72,7.69,0.0142,0.0003,0.0274,0.0093,99.6645,41.6698,20.2078,17.8599,0.318,6.1707,0.2673,5.7393,7.7159,0.0142,0.0003,0.0275,0.0093,100,6.015,4.348,3.039,0.0389,0.745,0.029,0.888,0.88,0.004,0.0001,0.0034,0.0011,15.9915,42.8775,30.9968,10.8308,0.2771,5.3103,0.2069,6.3279,3.1387,0.0142,0.0002,0.012,0.0077,100,-22.2598,-18.6353,10.3325,38.1792,17.487,15.4078,0.3007,5.4655,0.2456,5.779,6.967,0.0128,0.0003,0.0216,0.0082,89.8747,59.037,17.487,82.131,0.726,6.074,0.2456,22.459,6.967,0.1104,0.0028,0.0511,0.0179,195.3088,55.7,140500,139251,331282.4,8.5,148143.5,5730.7,82.6,47.8,29056.4,1322.4,24969.2,763.4,1540,2593.7,4986.9,1748.4,2271.3,3783.8,232,1311.3,833.5,616,431.9,503.9,1037.3,1599.6,2925.9,1434.5,2165.1,3331.6,179.6,1171.7,684.8,492.8,401.7,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,39.39,0.16,0.16,0.11,407.01,0.16,1.19,16.24,63.61,0.36,2.25,0.39,531.03,49,38,43,62,14,16,22,32,52,44,46,49,467,901,1237.9,677.6,882
288,GY0162_6_1 Grid 004x003,GY0162_6_1 Grid 004x003,41.72,20.17,17.8,0.314,6.23,0.268,5.72,7.72,0.0167,0.0003,0.0385,0.006,100.0035,41.7185,20.1693,17.7994,0.314,6.2298,0.268,5.7198,7.7197,0.0167,0.0003,0.0385,0.006,100,6.023,4.34,3.029,0.0384,0.752,0.0291,0.885,0.881,0.0047,0.0001,0.0047,0.0007,15.9877,42.9333,30.9418,10.7955,0.2737,5.3618,0.2074,6.3072,3.1407,0.0167,0.0002,0.0168,0.005,100,-22.2598,-18.634,10.3325,38.3584,17.5,15.3901,0.2979,5.5311,0.2471,5.7831,7,0.015,0.0003,0.0303,0.0053,90.1586,59.314,17.5,82.037,0.7193,6.147,0.2471,22.475,7,0.1292,0.0028,0.0717,0.0115,195.6546,64.9,140600.7,139092.5,332834.8,8.5,148246.6,5766.6,116.1,30.8,29407.9,1310.2,25088.5,752.8,1544.9,2454.4,4919.3,1738.4,2353.4,3711.5,202,1327.2,819.7,635.4,451.1,568.5,1022.3,1654.4,2830.2,1411.8,2224.3,3313.4,158.7,1202,716.1,465.6,388.9,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,34.45,0.16,0.16,0.11,404.85,0.16,1.18,11.37,99.73,0.36,2.26,0.39,555.18,50,38,43,61,14,16,22,30,52,44,46,49,465,919.3,1230.8,680.7,894.4
289,GY0162_6_1 Grid 004x004,GY0162_6_1 Grid 004x004,41.65,20.16,17.88,0.3084,6.17,0.268,5.72,7.69,0.0215,0,0.0387,0.0088,99.9154,41.6853,20.1771,17.8951,0.3087,6.1752,0.2682,5.7248,7.6965,0.0215,0,0.0387,0.0088,100,6.016,4.341,3.044,0.0377,0.746,0.0291,0.886,0.878,0.006,0,0.0047,0.001,15.9895,42.9044,30.9576,10.8549,0.2691,5.3155,0.2076,6.3136,3.1316,0.0215,0,0.0169,0.0073,100,-22.2598,-18.6327,10.3325,38.2918,17.51,15.4759,0.2925,5.4816,0.247,5.7818,6.97,0.0193,0,0.0304,0.0078,90.1082,59.211,17.51,82.494,0.7063,6.092,0.247,22.47,6.97,0.1667,0,0.0721,0.017,195.9561,83.9,140678.9,139867.6,332256.9,-12.4,148214.3,5762.1,116.6,45.2,29142.9,1286.4,24981.7,738.5,1504.6,2569.5,4965.3,1704.5,2327.6,3760.8,214.9,1325,832.2,621.9,433.2,506.5,1106.8,1625.2,2906.9,1477.7,2264.7,3341.4,157.3,1155.3,701.2,501.3,332.9,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,26.15,0.16,0.16,0.11,100,0.16,1.19,11.45,66.59,0.36,2.3,0.39,209.02,49,38,43,62,14,16,22,30,52,44,46,47,463,901.7,1223.5,665.1,901
